page_id,position,url,title,conditions,categories,,,,,
377,replace,https://www.treasurejuwelier.nl/sieradensets/2-delige-sieraden-set,2-delige sieraden sets,"[""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1354\""]}""]",237,,,,,
378,replace,https://www.treasurejuwelier.nl/sieradensets/3-delige-sieraden-set,3-delige sieraden sets,"[""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1355\""]}""]",237,,,,,
379,replace,https://www.treasurejuwelier.nl/sieradensets/4-delige-sieraden-set,4-delige sieraden sets,"[{""filter"":""193"",""operator"":""and"",""value"":[""1356""]}]",237,,,,,
380,replace,https://www.treasurejuwelier.nl/sieradensets/edelstaal,Edelstalen sieraden sets,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""429\""}""]",237,,,,,
381,replace,https://www.treasurejuwelier.nl/sieradensets/goud,Gouden sieraden sets,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}""]",237,,,,,
382,replace,https://www.treasurejuwelier.nl/sieradensets/zilver,Zilveren sieraden sets,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}""]",237,,,,,
384,replace,https://www.treasurejuwelier.nl/kerst,Cadeautips Kerst,"[""{\""filter\"":\""186\"",\""operator\"":\""and\"",\""value\"":[\""1189\""]}""]",,,,,,
385,replace,https://www.treasurejuwelier.nl/moederdag,Cadeautips Moederdag,"[""{\""filter\"":\""310\"",\""operator\"":\""and\"",\""value\"":[\""2761\""]}""]",0,,,,,
386,replace,https://www.treasurejuwelier.nl/vaderdag,Cadeautips Vaderdag,"[""{\""filter\"":\""186\"",\""operator\"":\""and\"",\""value\"":[\""1197\""]}""]",,,,,,
387,replace,https://www.treasurejuwelier.nl/diploma,Cadeautips diploma,"[""{\""filter\"":\""186\"",\""operator\"":\""and\"",\""value\"":[\""1177\""]}""]",,,,,,
388,replace,https://www.treasurejuwelier.nl/valentijnsdag,Cadeautips Valentijnsdag,"[""{\""filter\"":\""310\"",\""operator\"":\""and\"",\""value\"":[\""2692\""]}""]",2,,,,,
389,replace,https://www.treasurejuwelier.nl/geboorte,Cadeautips geboorte,"[""{\""filter\"":\""186\"",\""operator\"":\""and\"",\""value\"":[\""1244\""]}""]",,,,,,
390,replace,https://www.treasurejuwelier.nl/pensioen,Cadeautips pensioen,"[""{\""filter\"":\""186\"",\""operator\"":\""and\"",\""value\"":[\""1198\""]}""]",,,,,,
393,replace,https://www.treasurejuwelier.nl/vrouw,Cadeautips voor haar,"[""{\""filter\"":\""186\"",\""operator\"":\""and\"",\""value\"":[\""1190\""]}""]",2,,,,,
394,replace,https://www.treasurejuwelier.nl/man,Cadeautips voor hem,"[""{\""filter\"":\""186\"",\""operator\"":\""and\"",\""value\"":[\""1185\""]}""]",2,,,,,
395,replace,https://www.treasurejuwelier.nl/ringen/14-karaat-goud_heren,14 karaat gouden herenringen,"[""{\""filter\"":\""258\"",\""operator\"":\""and\"",\""value\"":[\""1628\""]}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",6,,,,,
396,replace,https://www.treasurejuwelier.nl/ringen/goud_dames,Gouden damesringen,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",6,,,,,
397,replace,https://www.treasurejuwelier.nl/armbanden/14-karaat-goud_dames,14 karaat gouden armbanden voor dames,"[""{\""filter\"":\""258\"",\""operator\"":\""and\"",\""value\"":[\""1628\""]}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",7,,,,,
398,replace,https://www.treasurejuwelier.nl/armbanden/zilver_heren,Zilveren heren armbanden,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",7,,,,,
399,replace,https://www.treasurejuwelier.nl/armbanden/zilver_dames,Zilveren dames armbanden,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",7,,,,,
401,replace,https://www.treasurejuwelier.nl/armbanden/edelstaal_dames,Edelstalen dames armbanden,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""429\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",7,,,,,
402,replace,https://www.treasurejuwelier.nl/armbanden/edelstaal_heren,Edelstalen heren armbanden,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""429\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",7,,,,,
403,replace,https://www.treasurejuwelier.nl/armbanden/leer_heren,Leren heren armbanden,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""416\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",7,,,,,
404,replace,https://www.treasurejuwelier.nl/armbanden/leer_dames,Leren dames armbanden,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""416\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",7,,,,,
405,replace,https://www.treasurejuwelier.nl/armbanden/goud_schakelarmband,Gouden schakelarmbanden,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""70\""]}""]",7,,,,,
406,replace,https://www.treasurejuwelier.nl/armbanden/zilver_schakelarmband,Zilveren schakelarmbanden,"[{""filter"":""243"",""operator"":""and"",""value"":""48""},{""filter"":""193"",""operator"":""and"",""value"":[""70""]}]",7,,,,,
407,replace,https://www.treasurejuwelier.nl/armbanden/edelstaal_schakelarmband,Edelstalen schakelarmbanden,"[{""filter"":""243"",""operator"":""and"",""value"":""429""},{""filter"":""193"",""operator"":""and"",""value"":[""70""]}]",7,,,,,
409,replace,https://www.treasurejuwelier.nl/oorbellen/goud_oorringen,Gouden oorringen,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""86\""]}""]",8,,,,,
410,replace,https://www.treasurejuwelier.nl/oorbellen/goud_klapcreolen,Gouden klapcreolen,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""68\""]}""]",8,,,,,
413,replace,https://www.treasurejuwelier.nl/oorbellen/zilver_oorringen,Zilveren oorringen,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""86\""]}""]",8,,,,,
414,replace,https://www.treasurejuwelier.nl/oorbellen/zilver_oorbedels,Zilveren oorbedels,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1263\""]}""]",8,,,,,
415,replace,https://www.treasurejuwelier.nl/oorbellen/zilver_klapcreolen,Zilveren klapcreolen,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""68\""]}""]",8,,,,,
416,replace,https://www.treasurejuwelier.nl/oorbellen/zilver_oorhangers,Zilveren oorhangers,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""83\""]}""]",8,,,,,
417,replace,https://www.treasurejuwelier.nl/hangers/14-karaat-goud_hanger-met-graveerplaat,14 karaat gouden graveerplaatje,"[{""filter"":""258"",""operator"":""and"",""value"":[""1628""]},{""filter"":""193"",""operator"":""and"",""value"":[""1252""]}]",11,,,,,
418,replace,https://www.treasurejuwelier.nl/hangers/14-karaat-goud_hanger-met-steentjes,14 karaat gouden hanger met steentjes,"[{""filter"":""258"",""operator"":""and"",""value"":[""1628""]},{""filter"":""193"",""operator"":""and"",""value"":[""76""]}]",11,,,,,
419,replace,https://www.treasurejuwelier.nl/hangers/goud_bedel,Gouden bedel,"[{""filter"":""243"",""operator"":""and"",""value"":""1619""},{""filter"":""193"",""operator"":""and"",""value"":[""1614""]}]",11,,,,,
420,replace,https://www.treasurejuwelier.nl/hangers/zilver_hanger-met-graveerplaat,Zilveren graveerplaatje,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1252\""]}""]",11,,,,,
422,replace,https://www.treasurejuwelier.nl/hangers/zilver_hanger-met-steentjes,Zilveren hanger met steentjes,"[{""filter"":""243"",""operator"":""and"",""value"":""48""},{""filter"":""193"",""operator"":""and"",""value"":[""76""]}]",11,,,,,
423,replace,https://www.treasurejuwelier.nl/hangers/zilver_medaillon,Zilveren medaillon,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1261\""]}""]",11,,,,,
424,replace,https://www.treasurejuwelier.nl/gedenksieraden/goud_ashanger,Gouden ashangers,"[""{\""filter\"":\""288\"",\""operator\"":\""and\"",\""value\"":[\""2014\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}""]",238,,,,,
425,replace,https://www.treasurejuwelier.nl/gedenksieraden/goud_asring,Gouden asringen,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""288\"",\""operator\"":\""and\"",\""value\"":[\""2018\""]}""]",238,,,,,
427,replace,https://www.treasurejuwelier.nl/gedenksieraden/zilver_ashanger,Zilveren gedenk hangers,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""288\"",\""operator\"":\""and\"",\""value\"":[\""2014\""]}""]",238,,,,,
428,replace,https://www.treasurejuwelier.nl/hangers/hanger-met-graveerplaat_ja,Graveerplaatje graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1252\""]}""]",11,,,,,
430,replace,https://www.treasurejuwelier.nl/armbanden/naamplaat-armband,Naamplaat armband graveren,"[""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1256\""]}"",""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}""]",7,,,,,
431,replace,https://www.treasurejuwelier.nl/horloges/dames_ja,Dames horloge graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",4,,,,,
432,replace,https://www.treasurejuwelier.nl/horloges/heren_ja,Herenhorloge graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",4,,,,,
433,replace,https://www.treasurejuwelier.nl/horloges/kinderen_ja,Kinderhorloge graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""1194\""]}""]",4,,,,,
434,replace,https://www.treasurejuwelier.nl/ringen/heren_ja,Herenring graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",6,,,,,
435,replace,https://www.treasurejuwelier.nl/ringen/zilver_dames_ja,Damesring zilver graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}""]",6,,,,,
436,replace,https://www.treasurejuwelier.nl/armbanden/heren_ja,Herenarmband graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",7,,,,,
437,replace,https://www.treasurejuwelier.nl/armbanden/dames_ja,Damesarmband graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",7,,,,,
438,replace,https://www.treasurejuwelier.nl/armbanden/ja_slavenarmband,Slavenarmband graveren,"[""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1212\""]}""]",7,,,,,
444,replace,https://www.treasurejuwelier.nl/armbanden/heren_schakelarmband,Heren schakelarmband,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""70\""]}""]",7,,,,,
445,replace,https://www.treasurejuwelier.nl/armbanden/dames_schakelarmband,Dames schakelarmband,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""70\""]}""]",7,,,,,
446,replace,https://www.treasurejuwelier.nl/armbanden/goud_naamplaat-armband,Gouden armband met naam,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1256\""]}""]",7,,,,,
447,replace,https://www.treasurejuwelier.nl/armbanden/zilver_naamplaat-armband,Zilveren naamplaat armband,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1256\""]}""]",7,,,,,
448,replace,https://www.treasurejuwelier.nl/armbanden/baby_naamplaat-armband,Baby armbandje met naam,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""1296\""]}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1256\""]}""]",7,,,,,
449,replace,https://www.treasurejuwelier.nl/armbanden/goud_baby,Gouden baby armbandje,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""1296\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}""]",7,,,,,
451,replace,https://www.treasurejuwelier.nl/armbanden/zilver_baby,Zilveren baby armbandje,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""1296\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}""]",7,,,,,
452,replace,https://www.treasurejuwelier.nl/armbanden/goud_dames_schakelarmband,Gouden dames schakelarmband,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""70\""]}""]",7,,,,,
453,replace,https://www.treasurejuwelier.nl/armbanden/zilver_dames_schakelarmband,Zilveren dames schakelarmband,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""70\""]}""]",7,,,,,
454,replace,https://www.treasurejuwelier.nl/armbanden/goud_heren_schakelarmband,Gouden heren schakelarmband,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""70\""]}""]",7,,,,,
455,replace,https://www.treasurejuwelier.nl/armbanden/zilver_heren_schakelarmband,Zilveren heren schakelarmband,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""70\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}""]",7,,,,,
456,replace,https://www.treasurejuwelier.nl/armbanden/14-karaat-goud_slavenarmband,14 karaat gouden slavenarmband,"[""{\""filter\"":\""258\"",\""operator\"":\""and\"",\""value\"":[\""1628\""]}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1212\""]}""]",7,,,,,
457,replace,https://www.treasurejuwelier.nl/armbanden/witgoud_slavenarmband,Witgouden slavenarmband,"[""{\""filter\"":\""257\"",\""operator\"":\""and\"",\""value\"":[\""1622\""]}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1212\""]}""]",7,,,,,
458,replace,https://www.treasurejuwelier.nl/armbanden/zilver_slavenarmband,Zilveren dames slavenarmband,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""48\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1212\""]}""]",7,,,,,
459,replace,https://www.treasurejuwelier.nl/armbanden/goud_baby_naamplaat-armband,Gouden baby armbandje met naam,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""1296\""]}"",""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1256\""]}""]",7,,,,,
462,replace,https://www.treasurejuwelier.nl/armbanden/kinderen_naamplaat-armband,Kinder armband met naam,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""1194\""]}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1256\""]}""]",7,,,,,
465,replace,https://www.treasurejuwelier.nl/armbanden/silk-jewellery_heren,Silk herenarmbanden,"[""{\""filter\"":\""191\"",\""operator\"":\""and\"",\""value\"":\""1077\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",7,,,,,
466,replace,https://www.treasurejuwelier.nl/armbanden/silk-jewellery_dames,Silk damesarmbanden,"[""{\""filter\"":\""191\"",\""operator\"":\""and\"",\""value\"":\""1077\""}"",""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",7,,,,,
481,replace,https://www.treasurejuwelier.nl/horloges/danish-design,Danish Design horloges,"[""{\""filter\"":\""190\"",\""operator\"":\""and\"",\""value\"":\""862\""}""]",4,,,,,
488,replace,https://www.treasurejuwelier.nl/horloges/boss,BOSS horloges,"[""{\""filter\"":\""190\"",\""operator\"":\""and\"",\""value\"":\""1412\""}""]",4,,,,,
489,replace,https://www.treasurejuwelier.nl/horloges/garonne,Garonne horloges,"[""{\""filter\"":\""190\"",\""operator\"":\""and\"",\""value\"":\""863\""}""]",4,,,,,
492,replace,https://www.treasurejuwelier.nl/horloges/elektrisch,Elektrische horloges,"[""{\""filter\"":\""197\"",\""operator\"":\""and\"",\""value\"":\""1393\""}""]",4,,,,,
496,replace,https://www.treasurejuwelier.nl/armbanden/ankerarmband,Ankerarmband,"[{""filter"":""193"",""operator"":""and"",""value"":[""1417""]}]",7,,,,,
499,replace,https://www.treasurejuwelier.nl/sieradensets/dames,Dames sieradenset,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",237,,,,,
500,replace,https://www.treasurejuwelier.nl/sieradensets/kinderen,Meisjes sieradensets,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""1194\""]}""]",237,,,,,
501,replace,https://www.treasurejuwelier.nl/jubileum,Cadeautips jubileum,"[""{\""filter\"":\""186\"",\""operator\"":\""and\"",\""value\"":[\""1357\""]}""]",,,,,,
502,replace,https://www.treasurejuwelier.nl/horloges?am_on_sale=1,Horloge sale,"[""{\""filter\"":\""am_on_sale\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",4,,,,,
503,replace,https://www.treasurejuwelier.nl/ringen?am_on_sale=1,Ringen sale,"[""{\""filter\"":\""am_on_sale\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",6,,,,,
504,replace,https://www.treasurejuwelier.nl/kettingen?am_on_sale=1,Kettingen sale,"[""{\""filter\"":\""am_on_sale\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",9,,,,,
505,replace,https://www.treasurejuwelier.nl/armbanden?am_on_sale=1,Armbanden sale,"[""{\""filter\"":\""am_on_sale\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",7,,,,,
506,replace,https://www.treasurejuwelier.nl/oorbellen?am_on_sale=1,Oorbellen sale,"[""{\""filter\"":\""am_on_sale\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",8,,,,,
507,replace,https://www.treasurejuwelier.nl/hangers?am_on_sale=1,Hangers sale,"[""{\""filter\"":\""am_on_sale\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",11,,,,,
508,replace,https://www.treasurejuwelier.nl/accessoires?am_on_sale=1,Accessoires sale,"[""{\""filter\"":\""am_on_sale\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",3,,,,,
510,replace,https://www.treasurejuwelier.nl/sieradensets?am_on_sale=1,Sieradenset sale,"[""{\""filter\"":\""am_on_sale\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",237,,,,,
511,replace,https://www.treasurejuwelier.nl/horloges?am_is_new=1,Nieuwe collectie horloges,"[""{\""filter\"":\""am_is_new\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",4,"INDEX,FOLLOW",,,,
512,replace,https://www.treasurejuwelier.nl/ringen?am_is_new=1,Nieuwe collectie ringen,"[""{\""filter\"":\""am_is_new\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",6,,,,,
513,replace,https://www.treasurejuwelier.nl/kettingen?am_is_new=1,Nieuwe collectie kettingen,"[""{\""filter\"":\""am_is_new\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",9,,,,,
514,replace,https://www.treasurejuwelier.nl/armbanden?am_is_new=1,Nieuwe collectie armbanden,"[""{\""filter\"":\""am_is_new\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",7,"INDEX,FOLLOW",,,,
515,replace,https://www.treasurejuwelier.nl/oorbellen?am_is_new=1,Nieuwe collectie oorbellen,"[""{\""filter\"":\""am_is_new\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",8,,,,,
516,replace,https://www.treasurejuwelier.nl/hangers?am_is_new=1,Nieuwe collectie hangers,"[""{\""filter\"":\""am_is_new\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",11,,,,,
517,replace,https://www.treasurejuwelier.nl/sieradensets?am_is_new=1,Nieuwe collectie sieradensets,"[""{\""filter\"":\""am_is_new\"",\""operator\"":\""and\"",\""value\"":\""1\""}""]",237,,,,,
523,replace,https://www.treasurejuwelier.nl/sieradensets/14-karaat-goud,14 karaat gouden sieraden sets,"[""{\""filter\"":\""258\"",\""operator\"":\""and\"",\""value\"":[\""1628\""]}""]",237,"INDEX,FOLLOW",,,,
526,replace,https://www.treasurejuwelier.nl/oorbellen/bronzallure,Bronzallure oorbellen,"[""{\""filter\"":\""191\"",\""operator\"":\""and\"",\""value\"":\""1503\""}""]",8,,,,,
539,replace,https://www.treasurejuwelier.nl/gedenksieraden/see-you,See You gedenksieraden,"[""{\""filter\"":\""191\"",\""operator\"":\""and\"",\""value\"":\""1548\""}""]",238,,,,,
540,replace,https://www.treasurejuwelier.nl/gedenksieraden/dames,Dames gedenksieraden,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""54\""]}""]",238,,,,,
541,replace,https://www.treasurejuwelier.nl/gedenksieraden/heren,Heren gedenksieraden,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""45\""]}""]",238,,,,,
546,replace,https://www.treasurejuwelier.nl/ringen/18-karaat-goud,18 karaat gouden dames ringen,"[""{\""filter\"":\""258\"",\""operator\"":\""and\"",\""value\"":[\""1630\""]}""]",6,,,,,
548,replace,https://www.treasurejuwelier.nl/ringen/ymala,Ymala ringen,"[{""filter"":""191"",""operator"":""and"",""value"":""1575""}]",6,,,,,
549,replace,https://www.treasurejuwelier.nl/armbanden/baby_naamplaat-armband,Baby armbandje graveren,"[""{\""filter\"":\""187\"",\""operator\"":\""and\"",\""value\"":[\""1296\""]}"",""{\""filter\"":\""238\"",\""operator\"":\""and\"",\""value\"":\""117\""}""]",7,,,,,
553,replace,https://www.treasurejuwelier.nl/sieradensets/bicolor,Bicolor sieradenset,"[""{\""filter\"":\""257\"",\""operator\"":\""and\"",\""value\"":[\""1624\""]}""]",237,,,,,
554,replace,https://www.treasurejuwelier.nl/sieradensets/diamant,Sieradenset met diamant,"[""{\""filter\"":\""217\"",\""operator\"":\""and\"",\""value\"":[\""113\""]}""]",237,,,,,
555,replace,https://www.treasurejuwelier.nl/sieradensets/zirkonia,Sieradenset met zirkonia,"[""{\""filter\"":\""217\"",\""operator\"":\""and\"",\""value\"":[\""64\""]}""]",237,,,,,
556,replace,https://www.treasurejuwelier.nl/horloges/garmin,Garmin smartwatches,"[""{\""filter\"":\""190\"",\""operator\"":\""and\"",\""value\"":\""1581\""}""]",4,,,,,
558,replace,https://www.treasurejuwelier.nl/ringen/goud_zirkonia,Gouden ring met zirkonia,"[{""filter"":""243"",""operator"":""and"",""value"":""1619""},{""filter"":""217"",""operator"":""and"",""value"":[""64""]}]",6,,,,,
559,replace,https://www.treasurejuwelier.nl/ringen/goud_diamant,Gouden ring met diamant,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""217\"",\""operator\"":\""and\"",\""value\"":[\""113\""]}""]",6,,,,,
560,replace,https://www.treasurejuwelier.nl/ringen/bicolor,Bicolor gouden ring,"[{""filter"":""257"",""operator"":""and"",""value"":[""1624""]},{""filter"":""243"",""operator"":""and"",""value"":""1619""}]",6,,,,,
561,replace,https://www.treasurejuwelier.nl/witgoud_diamant,Witgouden ring met diamant,"[""{\""filter\"":\""257\"",\""operator\"":\""and\"",\""value\"":[\""1622\""]}"",""{\""filter\"":\""217\"",\""operator\"":\""and\"",\""value\"":[\""113\""]}""]",6,,,,,
562,replace,https://www.treasurejuwelier.nl/ringen/witgoud_zirkonia,Witgouden ring met zirkonia,"[""{\""filter\"":\""257\"",\""operator\"":\""and\"",\""value\"":[\""1622\""]}"",""{\""filter\"":\""217\"",\""operator\"":\""and\"",\""value\"":[\""64\""]}""]",6,,,,,
563,replace,https://www.treasurejuwelier.nl/armbanden/goud_slavenarmband,Gouden slavenarmband,"[""{\""filter\"":\""243\"",\""operator\"":\""and\"",\""value\"":\""1619\""}"",""{\""filter\"":\""193\"",\""operator\"":\""and\"",\""value\"":[\""1212\""]}""]",7,,,,,
564,replace,https://www.treasurejuwelier.nl/armbanden/goud_bicolor,Bicolor gouden armband,"[{""filter"":""257"",""operator"":""and"",""value"":[""1624""]}]",7,,,,,
